0.13521,0.1355,0.06295,0.06023,0.051671,0.052677,0.022376
0.16185,0.037354,0.018635,0.18879,0.069492,0.11559,0.025127
0.02331,0.0053011,0.015891,0.086865,0.066578,0.11293,0.02808
0.044795,0.089413,0.11772,0.018619,0.11903,0.19842,0.021204
0.062822,0.11019,0.11385,0.15575,0.16631,0.1469,0.038606
0.056265,0.040424,0.069521,0.1359,0.18017,0.19385,0.030737
0.14361,0.012859,0.031813,0.030607,0.027489,0.10127,0.019525
0.11002,0.16962,0.079349,0.07899,0.10492,0.17234,0.012889
0.060098,0.033047,0.052143,0.047067,0.078361,0.032887,0.03902
0.043786,0.26588,0.070019,0.12935,0.19365,0.14273,0.016291
0.077638,0.10275,0.035087,0.099008,0.14614,0.082427,0.040658
0.053354,0.024181,0.05635,0.18778,0.12214,0.14638,0.020811
0.13102,0.098996,0.080069,0.032029,0.17786,0.15688,0.040816
0.17859,0.2268,0.04705,0.15234,0.064369,0.17861,0.030601
0.025649,0.24565,0.063668,0.05713,0.18246,0.18132,0.040576
0.044412,0.036737,0.051885,0.15418,0.15065,0.1531,0.015866
0.25622,0.19391,0.11324,0.10441,0.20122,0.14607,0.040388
0.039447,0.053772,0.088192,0.15806,0.1269,0.026002,0.015035
0.027003,0.18892,0.028714,0.14568,0.17568,0.066164,0.039223
0.022367,0.08139,0.092635,0.11379,0.18289,0.097808,0.040262
0.13749,0.10571,0.025539,0.10821,0.045519,0.018365,0.033456
0.26389,0.12557,0.079404,0.096118,0.08155,0.087647,0.026766
0.20883,0.12579,0.076404,0.19891,0.13534,0.183,0.016759
0.14702,0.066634,0.11154,0.11636,0.040903,0.11568,0.026245
0.15385,0.071585,0.10355,0.058936,0.13253,0.12386,0.028263
0.28905,0.2455,0.12331,0.14741,0.1927,0.19483,0.027735
0.12206,0.1305,0.10583,0.051622,0.015525,0.11428,0.023539
0.06204,0.019842,0.077463,0.093598,0.0159,0.088365,0.037903
0.085859,0.081743,0.12907,0.11781,0.18873,0.032814,0.017684
0.013988,0.1252,0.046383,0.033787,0.048917,0.02478,0.01795
0.094271,0.1789,0.11345,0.010472,0.037113,0.032412,0.037523
0.16445,0.17025,0.054366,0.17201,0.079666,0.12772,0.035024
0.14061,0.0077954,0.11678,0.19843,0.094717,0.065158,0.039503
0.09857,0.02743,0.11409,0.13768,0.080214,0.12193,0.037502
0.0082691,0.08773,0.036353,0.12503,0.07173,0.026775,0.021862
0.089878,0.079998,0.035853,0.19748,0.13327,0.14747,0.041974
0.078674,0.16149,0.035051,0.16239,0.042373,0.12748,0.01519
0.023416,0.11316,0.066962,0.016835,0.024954,0.16755,0.035202
0.014038,0.085865,0.059551,0.056935,0.11666,0.18602,0.029292
0.086755,0.058373,0.024665,0.10447,0.046054,0.049741,0.029985
0.068291,0.11605,0.022372,0.016591,0.18547,0.07845,0.03394
0.29103,0.14539,0.036672,0.043762,0.10378,0.15279,0.036692
0.033066,0.056592,0.03127,0.087599,0.028317,0.10806,0.041407
0.19484,0.087652,0.043388,0.10553,0.11774,0.094604,0.032615
0.28144,0.21098,0.070469,0.11747,0.022701,0.019039,0.029818
0.074381,0.0023109,0.053184,0.049995,0.1186,0.018649,0.030322
0.29001,0.03393,0.010645,0.032996,0.074712,0.036802,0.039461
0.14395,0.0092964,0.013046,0.16398,0.16496,0.19225,0.039786
0.19815,0.10123,0.11918,0.11003,0.15255,0.094292,0.02159
0.011111,0.14193,0.12997,0.14782,0.11451,0.19513,0.033314
0.23777,0.27923,0.047428,0.10274,0.018876,0.097346,0.014733
0.040128,0.06872,0.098792,0.13883,0.063935,0.14545,0.011674
0.09066,0.080816,0.037607,0.17856,0.021056,0.18251,0.020518
0.14922,0.019594,0.045452,0.071572,0.031121,0.027378,0.037255
0.098615,0.019403,0.039626,0.11095,0.064869,0.17715,0.02111
0.046888,0.096928,0.030545,0.1243,0.10328,0.16186,0.041114
0.084915,0.14678,0.089957,0.10101,0.18968,0.057383,0.013317
0.036083,0.11242,0.049981,0.074524,0.18816,0.06277,0.030209
0.048844,0.014308,0.059316,0.1887,0.17839,0.20121,0.021498
0.066578,0.061092,0.074374,0.18319,0.032835,0.19346,0.029246
0.11143,0.26953,0.078261,0.12721,0.06066,0.19757,0.028611
0.064178,0.16713,0.11513,0.11313,0.14422,0.10383,0.028646
